VAR_DEP	BANCARIZADOS	EDAD	tipo_vivienda	SEXO	dependiente	est_civil	num_cargas	egresos_mensuales	ingresos_mensuales	SAL_DEUDA_N	NUM_DVEN_N	NUM_CONSUMO	SIGMA_TIC	PROM_TIC	CV_TIC	mold	score	NUM_TC_VIGENTES_REVTC	MAX_ANTIGUEDAD_TC_REVTC	PORC_CUPO_REVTC	CUPO_POR_TC_VIG	LN_CUPO_POR_TC_VIG	LN_rdt_cant_total_24_tc	COMPROMETIDO_EST	LN_rdt_cant_total_12_tc	LN_rope_corr_y_rot_12_tc	LN_rfp24_consumo	PORC_CUPO_6M	CUPO_POR_TC_CONSUMO	LN_rdop_3ab12_tc	LN_rdop_3ab12_consumo
1	1	21	Familiar	MASCULINO	NO	SOLTERO	0			774,56	0	1	13	1	13	1	917	2	0	77,46	500	6,21	-4,61	0,2	-4,61	-4,61	0	0,13	1000	-4,61	0
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0	480	1200	2339,4	0	1	13	1	13	1	874	2	0	89,98	1300	7,17	10,89	0,28	10,63	-0,69	0	0,15	2600	-4,61	-4,61
1	1	65	Familiar	MASCULINO	NO	SOLTERO	0			726,34	0	1	13	1	13	26	884	2	0	80,7	450	6,11	10,37	0,13	9,93	-0,41	0	0,13	900	0	-0,41
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0			2083,49	0	1	13	1	13	21	885	2	0	90,59	1150	7,05	8,92	0,36	8,77	-0,69	0	0,15	2300	-4,61	-4,61
1	1	42	Familiar	MASCULINO	N	SOLTERO	0			1415,93	0	1	13	1	13	68	500	2	0	94,4	900	6,8	9,9	0,18	9,14	-0,41	0	0,13	1800	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0	440	1100	3449,19	0	1	13	1	13	87	51	2	0	90,77	1900	7,55	7,93	0,44	-4,61	-4,61	-4,61	0,15	3800	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0	800	2000	2211,13	0	1	13	1	13	16	880	2	0	92,13	1200	7,09	-4,61	0,48	-4,61	-4,61	0	0,15	2400	-4,61	-4,61
1	1	38	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	1507,57	0	1	13	1	13	3	879	2	0	94,22	800	6,68	-4,61	0,22	-4,61	-4,61	-0,03	0,16	1600	-4,61	0
1	1	34	Familiar	MASCULINO	NO	SOLTERO	0		333	1745,74	0	1	13	1	13	9	480	2	0	83,13	1050	6,96	-4,61	0,32	-4,61	-4,61	-0,14	0,14	2100	-4,61	-4,61
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0		300	1540,47	0	1	13	1	13	55	40	2	0	90,62	850	6,75	-4,61	0,33	-4,61	-4,61	0	0,15	1700	-4,61	-4,61
1	1	21	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1207,86	0	1	13	1	13	1	874	2	0	92,91	650	6,48	8,95	0,18	8,2	0	0	0,15	1300	-4,61	0
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0		390	1225,94	0	1	13	1	13	1	917	2	0	87,57	700	6,55	9,81	0,33	9,69	-0,41	0	0,15	1400	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0	680	1700	1489,8	0	1	13	1	13	10	27	2	0	93,11	800	6,68	9,16	0,37	8,52	-0,69	0	0,16	1600	-4,61	-4,61
1	1	63	Familiar	MASCULINO	NO	SOLTERO	0			1465,57	0	1	13	1	13	56	909	2	0	91,6	800	6,68	8,32	0,23	8,04	0	0	0,15	1600	-4,61	-0,69
1	1	54	Familiar	MASCULINO	NO	SOLTERO	0			2051,29	0	1	13	1	13	81	902	2	0	89,19	1150	7,05	9,56	0,32	8,77	-0,69	0	0,15	2300	-4,61	-4,61
1	1	48	Familiar	MASCULINO	NO	SOLTERO	0			1928,64	0	1	13	1	13	1	917	2	0	87,67	1100	7	11,3	0,31	11	-0,59	0	0,15	2200	-4,61	-4,61
1	1	43	Familiar	MASCULINO	NO	SOLTERO	0		414	1713,83	0	1	13	1	13	1	917	2	0	90,2	950	6,86	10,44	0,29	10,09	0	0	0,15	1900	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1414,77	0	1	13	1	13	46	924	2	0	88,42	800	6,68	5,09	0,2	5,59	-4,61	0	0,15	1600	-4,61	0
1	1	28	Familiar	MASCULINO	NO	SOLTERO	0	320	800	1717,58	0	1	13	1	13	84	50	2	0	90,4	950	6,86	8,42	0,3	7,85	-0,69	0	0,15	1900	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0			1783,54	0	1	13	1	13	7	754	2	0	84,93	1050	6,96	-4,61	0,37	-4,61	-4,61	-4,61	0,14	2100	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1549,4	0	1	13	1	13	16	472	2	0	86,08	900	6,8	11,01	0,23	10,95	-0,18	0	0,14	1800	-4,61	0
1	1	38	ALQUILADO	FEMENINO	-	SOLTERO	0			2306	0	13	0,2774	0,9231	0,3005	86	918	1	0	192,17	1800	7,5	6,82	0,33	6,82	-0,69	0	0,21	1800	0	-4,61
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0			1544,32	0	1	13	1	13	1	874	2	0	85,8	900	6,8	-4,61	0,23	-4,61	-4,61	0	0,14	1800	-4,61	0
1	1	21	Familiar	MASCULINO	N	SOLTERO	0			1315,27	0	1	13	1	13	1	874	2	0	93,95	850	6,75	9,41	0,2	9,02	0	0	0,13	1700	0	-4,61
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0			1183,57	0	1	13	1	13	1	929	2	0	91,04	650	6,48	9,81	0,33	9,64	-0,69	0	0,15	1300	-4,61	-4,61
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1336,1	0	1	13	1	13	1	874	2	0	89,07	750	6,62	10,86	0,2	10,5	-0,69	-0,11	0,15	1500	-4,61	0
1	1	22	Familiar	MASCULINO	NO	SOLTERO	0			1312,39	0	1	13	1	13	1	917	2	0	93,74	700	6,55	9,87	0,33	9,18	-0,69	-4,61	0,16	1400	-4,61	-4,61
1	1	33	Familiar	MASCULINO	NO	SOLTERO	0			1314,23	0	1	13	1	13	63	36	2	0	93,87	700	6,55	-4,61	0,18	-4,61	-4,61	0	0,16	1400	-4,61	-4,61
1	1	29	Familiar	MASCULINO	N	SOLTERO	0		293	3186,22	0	1	13	1	13	25	935	2	0	91,39	2043,11	7,62	10,4	0,35	9,67	-0,18	-0,02	0,13	4086,22	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0		548	2613,49	0	1	13	1	13	1	874	2	0	93,34	1400	7,24	-4,61	0,28	-4,61	-4,61	0	0,16	2800	-4,61	-4,61
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0			2406,62	0	1	13	1	13	47	896	2	0	92,56	1300	7,17	8,87	0,46	7,42	-4,61	0	0,15	2600	-4,61	-4,61
1	1	20	Familiar	MASCULINO	N	SOLTERO	0			2429,26	0	1	13	1	13	1	874	2	0	93,43	1550	7,35	-4,61	0,29	-4,61	-4,61	-4,61	0,13	3100	-4,61	-4,61
1	1	20	Familiar	MASCULINO	NO	SOLTERO	0		292	1014,63	0	1	13	1	13	1	917	2	0	78,05	650	6,48	10,29	0,26	9,66	-0,69	0	0,13	1300	-4,61	-4,61
1	1	34	Familiar	MASCULINO	NO	SOLTERO	0			1302,28	0	1	13	1	13	70	654	2	0	93,02	700	6,55	10,72	0,69	10,26	0	0	0,16	1400	-4,61	0
1	1	44	Familiar	MASCULINO	NO	SOLTERO	0	360	360	1904,89	0	1	13	1	13	75	9	2	0	90,71	1050	6,96	11,89	0,28	11,27	-0,69	0	0,15	2100	-4,61	-4,61
1	1	44	Familiar	MASCULINO	NO	SOLTERO	0	520	1300	1390,51	0	1	13	1	13	86	464	2	0	92,7	750	6,62	-4,61	0,28	-4,61	-4,61	-4,61	0,15	1500	-4,61	0
1	1	43	Familiar	MASCULINO	NO	SOLTERO	0	840	2100	1598,33	0	1	13	1	13	23	893	2	0	88,8	900	6,8	-4,61	0,35	-4,61	-4,61	0	0,15	1800	-4,61	-4,61
1	1	41	Familiar	MASCULINO	NO	SOLTERO	0		350	1338,99	0	1	13	1	13	1	917	2	0	89,27	750	6,62	10	0,24	9,29	-4,61	-0,81	0,15	1500	-4,61	0
1	1	25	Familiar	MASCULINO	NO	SOLTERO	0			1348,59	0	1	13	1	13	35	763	2	0	89,91	750	6,62	9,29	0,34	8,34	-0,41	-4,61	0,15	1500	-4,61	-4,61
1	1	30	Familiar	MASCULINO	NO	SOLTERO	0			1166,16	0	1	13	1	13	26	884	2	0	89,7	650	6,48	9,56	0,28	8,06	0	0	0,15	1300	-4,61	-0,69
1	1	29	Familiar	MASCULINO	NO	SOLTERO	0			1789,71	0	1	13	1	13	1	917	2	0	89,49	1000	6,91	9,24	0,34	9,07	-0,41	-4,61	0,15	2000	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0	360	900	1918,17	0	1	13	1	13	1	874	2	0	91,34	1050	6,96	10,34	0,29	9,69	-0,69	0	0,15	2100	-4,61	-4,61
1	1	27	Familiar	MASCULINO	NO	SOLTERO	0			1150,29	0	1	13	1	13	1	917	2	0	88,48	650	6,48	6,65	0,27	5,63	-4,61	-4,61	0,15	1300	-4,61	-4,61
1	1	25	Familiar	MASCULINO	N	SOLTERO	0			1408,87	0	1	13	1	13	1	874	2	0	93,92	900	6,8	11,1	0,21	10,6	-0,51	0	0,13	1800	-4,61	-4,61
1	1	26	Familiar	MASCULINO	NO	SOLTERO	0			1313,47	0	1	13	1	13	1	917	2	0	93,82	700	6,55	10,56	0,35	10,05	-0,56	-4,61	0,16	1400	-4,61	-4,61
1	1	23	Familiar	MASCULINO	NO	SOLTERO	0	360	264	2195,45	0	1	13	1	13	1	874	2	0	91,48	1200	7,09	10,4	0,33	10,36	0	0	0,15	2400	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0	240	600	1149,12	0	1	13	1	13	8	26	2	0	88,39	650	6,48	7,67	0,27	7,08	0	0	0,15	1300	-4,61	-4,61
1	1	24	Familiar	MASCULINO	NO	SOLTERO	0		292	1285,01	0	1	13	1	13	1	917	2	0	91,79	700	6,55	8,25	0,34	7,12	-0,69	-4,61	0,15	1400	-4,61	-4,61
1	1	24	Familiar	MASCULINO	N	SOLTERO	0		473	1035,53	0	1	13	1	13	1	917	2	0	79,66	650	6,48	-4,61	0,28	-4,61	-4,61	0	0,13	1300	-4,61	-4,61
1	1	18	Familiar	MASCULINO	NO	SOLTERO	0			1316,58	0	1	13	1	13	1	874	2	0	82,29	800	6,68	8,9	0,2	8,28	-0,69	0	0,14	1600	-4,61	0
1	1	19	Familiar	MASCULINO	NO	SOLTERO	0	320	800	1293,67	0	1	13	1	13	18	27	2	0	92,41	700	6,55	10,86	0,23	10,11	0	0	0,15	1400	-4,61	-0,41
1	1	23	Familiar	MASCULINO	N	SOLTERO	0		535	2624,88	0	1	13	1	13	1	874	2	0	93,75	1650	7,41	10,11	0,31	9,35	-0,29	-4,61	0,13	3300	-4,61	-4,61
1	1	23	Familiar	MASCULINO	N	SOLTERO	0			1443,99	0	1	13	1	13	1	874	2	0	93,52	922	6,83	-4,61	0,22	-4,61	-4,61	0	0,13	1843,99	-4,61	-4,61
1	1	20	Familiar	MASCULINO	NO	SOLTERO	0	640	1600	1503,94	0	1	13	1	13	10	301	2	0	94	800	6,68	10,36	0,34	9,72	-0,41	-4,61	0,16	1600	-4,61	-4,61
1	1	46	Familiar	MASCULINO	NO	SOLTERO	0			2187,24	0	1	13	1	13	127	19	2	0	91,14	1200	7,09	8,49	0,42	7,8	-4,61	-4,61	0,15	2400	-4,61	-4,61
1	1	49	Familiar	MASCULINO	NO	SOLTERO	0			1363,96	0	1	13	1	13	54	65	2	0	90,93	750	6,62	10,52	0,22	10,28	-0,69	0	0,15	1500	-4,61	-4,61
1	1	44	Familiar	MASCULINO	N	SOLTERO	0			1385,34	0	1	13	1	13	97	957	2	0	93,27	892,67	6,79	11,11	0,21	10,31	0	0	0,13	1785,34	-4,61	-4,61
1	1	42	Familiar	MASCULINO	NO	SOLTERO	0			1595,79	0	1	13	1	13	1	946	2	0	88,66	900	6,8	6,54	0,29	-4,61	-4,61	0	0,15	1800	-4,61	-4,61
1	1	37	Familiar	MASCULINO	NO	SOLTERO	0	400	1000	1876,46	0	1	13	1	13	15	883	2	0	89,36	1050	6,96	7,38	0,32	6,93	0	0	0,15	2100	-4,61	-4,61
